,File,Keywords,Label,Sentence
223,Piper_TheAnswer,license license distribute tm electronic distribute comply tm license http org license,NT,START FULL LICENSE THE FULL PROJECT GUTENBERG LICENSE PLEASE READ THIS BEFORE YOU DISTRIBUTE OR USE THIS WORK To protect the Project Gutenberg tm mission of promoting the free distribution of electronic works by using or distributing this work or any other work associated in any way with the phrase Project Gutenberg you agree to comply with all the terms of the Full Project Gutenberg tm License available with this file or online at http gutenberg.org license .
224,Piper_TheAnswer,1,NT,Section 1.
225,Piper_TheAnswer,tm electronic 1,S,General Terms of Use and Redistributing Project Gutenberg tm electronic works 1.A.
226,Piper_TheAnswer,tm electronic license trademark copyright agreement,NT,By reading or using any part of this Project Gutenberg tm electronic work you indicate that you have read understand agree to and accept all the terms of this license and intellectual property trademark copyright agreement.
227,Piper_TheAnswer,agreement copy tm electronic,S,If you do not agree to abide by all the terms of this agreement you must cease using and return or destroy all copies of Project Gutenberg tm electronic works in your possession.
228,Piper_TheAnswer,copy access tm electronic agreement refund paragraph 1 e,S,If you paid a fee for obtaining a copy of or access to a Project Gutenberg tm electronic work and you do not agree to be bound by the terms of this agreement you may obtain a refund from the person or entity to whom you paid the fee as set forth in paragraph 1.E.8.
229,Piper_TheAnswer,1,NT,1.B.
230,Piper_TheAnswer,trademark,NT,Project Gutenberg is a registered trademark.
231,Piper_TheAnswer,electronic agreement,NT,It may only be used on or associated in any way with an electronic work by people who agree to be bound by the terms of this agreement.
232,Piper_TheAnswer,tm electronic comply agreement,NT,There are a few things that you can do with most Project Gutenberg tm electronic works even without complying with the full terms of this agreement.
233,Piper_TheAnswer,paragraph 1,NT,See paragraph 1.C below.
234,Piper_TheAnswer,tm electronic agreement access tm electronic,S,There are a lot of things you can do with Project Gutenberg tm electronic works if you follow the terms of this agreement and help preserve free future access to Project Gutenberg tm electronic works.
235,Piper_TheAnswer,paragraph 1 e,NT,See paragraph 1.E below.
236,Piper_TheAnswer,1,NT,1.C.
237,Piper_TheAnswer,literary archive foundation foundation pglaf copyright tm electronic,NT,The Project Gutenberg Literary Archive Foundation the Foundation or PGLAF owns a compilation copyright in the collection of Project Gutenberg tm electronic works.
238,Piper_TheAnswer,copy distribute,NT,If an individual work is in the public domain in the United States and you are located in the United States we do not claim a right to prevent you from copying distributing performing displaying or creating derivative works based on the work as long as all references to Project Gutenberg are removed.
239,Piper_TheAnswer,tm access electronic tm agreement tm,S,Of course we hope that you will support the Project Gutenberg tm mission of promoting free access to electronic works by freely sharing Project Gutenberg tm works in compliance with the terms of this agreement for keeping the Project Gutenberg tm name associated with the work.
240,Piper_TheAnswer,comply agreement format tm license,NT,You can easily comply with the terms of this agreement by keeping this work in the same format with its attached full Project Gutenberg tm License when you share it without charge with others.
241,Piper_TheAnswer,1,NT,1.D.
242,Piper_TheAnswer,copyright,NT,The copyright laws of the place where you are located also govern what you can do with this work.
243,Piper_TheAnswer,copyright,NT,Copyright laws in most countries are in a constant state of change.
244,Piper_TheAnswer,agreement copy tm,NT,If you are outside the United States check the laws of your country in addition to the terms of this agreement before downloading copying displaying performing distributing or creating derivative works based on this work or any other Project Gutenberg tm work.
245,Piper_TheAnswer,foundation copyright,NT,The Foundation makes no representations concerning the copyright status of any work in any country outside the United States.
246,Piper_TheAnswer,1 e,NT,1.E.
247,Piper_TheAnswer,1 e 1,NT,Unless you have removed all references to Project Gutenberg 1.E.1.
248,Piper_TheAnswer,access tm license copy tm access copy distribute ebook,S,The following sentence with active links to or other immediate access to the full Project Gutenberg tm License must appear prominently whenever any copy of a Project Gutenberg tm work any work on which the phrase Project Gutenberg appears or with which the phrase Project Gutenberg is associated is accessed displayed performed viewed copied or distributed This eBook is for the use of anyone anywhere at no cost and with almost no restrictions whatsoever.
249,Piper_TheAnswer,copy license ebook www org 1 e,NT,You may copy it give it away or re use it under the terms of the Project Gutenberg License included with this eBook or online at www.gutenberg.org 1.E.2.
250,Piper_TheAnswer,tm electronic copyright holder copy distribute,NT,If an individual Project Gutenberg tm electronic work is derived from the public domain does not contain a notice indicating that it is posted with permission of the copyright holder the work can be copied and distributed to anyone in the United States without paying any fees or charges.
251,Piper_TheAnswer,access comply 1 e 1 1 e tm trademark paragraph 1 e 1 e,NT,If you are redistributing or providing access to a work with the phrase Project Gutenberg associated with or appearing on the work you must comply either with the requirements of paragraphs 1.E.1 through 1.E.7 or obtain permission for the use of the work and the Project Gutenberg tm trademark as set forth in paragraphs 1.E.8 or 1.E.9.
252,Piper_TheAnswer,1 e,NT,1.E.3.
253,Piper_TheAnswer,tm electronic copyright holder comply 1 e 1 1 e copyright holder,NT,If an individual Project Gutenberg tm electronic work is posted with the permission of the copyright holder your use and distribution must comply with both paragraphs 1.E.1 through 1.E.7 and any additional terms imposed by the copyright holder.
254,Piper_TheAnswer,tm license copyright holder,NT,Additional terms will be linked to the Project Gutenberg tm License for all works posted with the permission of the copyright holder found at the beginning of this work.
255,Piper_TheAnswer,1 e,NT,1.E.4.
256,Piper_TheAnswer,tm license tm,NT,Do not unlink or detach or remove the full Project Gutenberg tm License terms from this work or any files containing a part of this work or any other work associated with Project Gutenberg tm.
257,Piper_TheAnswer,1 e,NT,1.E.5.
258,Piper_TheAnswer,copy distribute electronic electronic paragraph 1 e 1 access tm license,S,Do not copy display perform distribute or redistribute this electronic work or any part of this electronic work without prominently displaying the sentence set forth in paragraph 1.E.1 with active links or immediate access to the full terms of the Project Gutenberg tm License.
259,Piper_TheAnswer,1 e,NT,1.E.6.
260,Piper_TheAnswer,distribute,NT,You may convert to and distribute this work in any binary compressed marked up nonproprietary or proprietary form including any word processing or hypertext form.
261,Piper_TheAnswer,access distribute copy tm format format tm www org copy copy copy,NT,However if you provide access to or distribute copies of a Project Gutenberg tm work in a format other than Plain Vanilla ASCII or other format used in the official version posted on the official Project Gutenberg tm web site www.gutenberg.org you must at no additional cost fee or expense to the user provide a copy a means of exporting a copy or a means of obtaining a copy upon request of the work in its original Plain Vanilla ASCII or other form.
262,Piper_TheAnswer,format tm license paragraph 1 e 1,NT,Any alternate format must include the full Project Gutenberg tm License as specified in paragraph 1.E.1.
263,Piper_TheAnswer,1 e,NT,1.E.7.
264,Piper_TheAnswer,access distribute tm comply paragraph 1 e 1 e,NT,Do not charge a fee for access to viewing displaying performing copying or distributing any Project Gutenberg tm works unless you comply with paragraph 1.E.8 or 1.E.9.
265,Piper_TheAnswer,1 e,NT,1.E.8.
266,Piper_TheAnswer,copy access distribute tm electronic tm,S,You may charge a reasonable fee for copies of or providing access to or distributing Project Gutenberg tm electronic works provided that You pay a royalty fee of 20 of the gross profits you derive from the use of Project Gutenberg tm works calculated using the method you already use to calculate your applicable taxes.
267,Piper_TheAnswer,tm trademark paragraph literary archive foundation,NT,The fee is owed to the owner of the Project Gutenberg tm trademark but he has agreed to donate royalties under this paragraph to the Project Gutenberg Literary Archive Foundation.
268,Piper_TheAnswer,literary archive foundation donation literary archive foundation,NT,Royalty payments should be clearly marked as such and sent to the Project Gutenberg Literary Archive Foundation at the address specified in Section 4 Information about donations to the Project Gutenberg Literary Archive Foundation.
269,Piper_TheAnswer,refund e tm license,NT,You provide a full refund of any money paid by a user who notifies you in writing or by e mail within 30 days of receipt that s he does not agree to the terms of the full Project Gutenberg tm License.
270,Piper_TheAnswer,copy access copy tm,S,You must require such a user to return or destroy all copies of the works possessed in a physical medium and discontinue all use of and all access to other copies of Project Gutenberg tm works.
271,Piper_TheAnswer,paragraph 1 f refund copy electronic,NT,You provide in accordance with paragraph 1.F.3 a full refund of any money paid for a work or a replacement copy if a defect in the electronic work is discovered and reported to you within 90 days of receipt of the work.
272,Piper_TheAnswer,comply agreement tm,NT,You comply with all other terms of this agreement for free distribution of Project Gutenberg tm works.
273,Piper_TheAnswer,1 e,NT,1.E.9.
274,Piper_TheAnswer,distribute tm electronic agreement literary archive foundation tm trademark,NT,If you wish to charge a fee or distribute a Project Gutenberg tm electronic work or group of works on different terms than are set forth in this agreement you must obtain permission in writing from both the Project Gutenberg Literary Archive Foundation and Michael Hart the owner of the Project Gutenberg tm trademark.
275,Piper_TheAnswer,foundation,NT,Contact the Foundation as set forth in Section 3 below.
276,Piper_TheAnswer,1 f,NT,1.F.
277,Piper_TheAnswer,1 f 1,NT,1.F.1.
278,Piper_TheAnswer,copyright tm,NT,Project Gutenberg volunteers and employees expend considerable effort to identify do copyright research on transcribe and proofread public domain works in creating the Project Gutenberg tm collection.
279,Piper_TheAnswer,tm electronic copyright,NT,Despite these efforts Project Gutenberg tm electronic works and the medium on which they may be stored may contain Defects such as but not limited to incomplete inaccurate or corrupt data transcription errors a copyright or other intellectual property infringement a defective or damaged disk or other medium a computer virus or computer codes that damage or cannot be read by your equipment.
280,Piper_TheAnswer,1 f,NT,1.F.2.
281,Piper_TheAnswer,refund paragraph 1 f literary archive foundation tm trademark distribute tm electronic agreement,NT,LIMITED WARRANTY DISCLAIMER OF DAMAGES Except for the Right of Replacement or Refund described in paragraph 1.F.3 the Project Gutenberg Literary Archive Foundation the owner of the Project Gutenberg tm trademark and any other party distributing a Project Gutenberg tm electronic work under this agreement disclaim all liability to you for damages costs and expenses including legal fees.
282,Piper_TheAnswer,paragraph,NT,YOU AGREE THAT YOU HAVE NO REMEDIES FOR NEGLIGENCE STRICT LIABILITY BREACH OF WARRANTY OR BREACH OF CONTRACT EXCEPT THOSE PROVIDED IN PARAGRAPH F3.
283,Piper_TheAnswer,foundation trademark agreement,NT,YOU AGREE THAT THE FOUNDATION THE TRADEMARK OWNER AND ANY DISTRIBUTOR UNDER THIS AGREEMENT WILL NOT BE LIABLE TO YOU FOR ACTUAL DIRECT INDIRECT CONSEQUENTIAL PUNITIVE OR INCIDENTAL DAMAGES EVEN IF YOU GIVE NOTICE OF THE POSSIBILITY OF SUCH DAMAGE.
284,Piper_TheAnswer,1 f,NT,1.F.3.
285,Piper_TheAnswer,refund electronic refund,S,LIMITED RIGHT OF REPLACEMENT OR REFUND If you discover a defect in this electronic work within 90 days of receiving it you can receive a refund of the money if any you paid for it by sending a written explanation to the person you received the work from.
286,Piper_TheAnswer,copy refund,NT,The person or entity that provided you with the defective work may elect to provide a replacement copy in lieu of a refund.
287,Piper_TheAnswer,refund,NT,If you received the work electronically the person or entity providing it to you may choose to give you a second opportunity to receive the work electronically in lieu of a refund.
288,Piper_TheAnswer,copy refund,NT,If the second copy is also defective you may demand a refund in writing without further opportunities to fix the problem.
289,Piper_TheAnswer,1 f,NT,1.F.4.
290,Piper_TheAnswer,refund paragraph 1 f,NT,Except for the limited right of replacement or refund set forth in paragraph 1.F.3 this work is provided to you AS IS WITH NO OTHER WARRANTIES OF ANY KIND EXPRESS OR IMPLIED INCLUDING BUT NOT LIMITED TO WARRANTIES OF MERCHANTIBILITY OR FITNESS FOR ANY PURPOSE.
291,Piper_TheAnswer,1 f,NT,1.F.5.
292,Piper_TheAnswer,agreement agreement agreement,NT,If any disclaimer or limitation set forth in this agreement violates the law of the state applicable to this agreement the agreement shall be interpreted to make the maximum disclaimer or limitation permitted by the applicable state law.
293,Piper_TheAnswer,agreement,NT,The invalidity or unenforceability of any provision of this agreement shall not void the remaining provisions.
294,Piper_TheAnswer,1 f,NT,1.F.6.
295,Piper_TheAnswer,foundation trademark foundation copy tm electronic agreement tm electronic tm tm,S,INDEMNITY You agree to indemnify and hold the Foundation the trademark owner any agent or employee of the Foundation anyone providing copies of Project Gutenberg tm electronic works in accordance with this agreement and any volunteers associated with the production promotion and distribution of Project Gutenberg tm electronic works harmless from all liability costs and expenses including legal fees that arise directly or indirectly from any of the following which you do or cause to occur a distribution of this or any Project Gutenberg tm work b alteration modification or additions or deletions to any Project Gutenberg tm work and c any Defect you cause.
296,Piper_TheAnswer,tm tm electronic format,NT,Information about the Mission of Project Gutenberg tm Project Gutenberg tm is synonymous with the free distribution of electronic works in formats readable by the widest variety of computers including obsolete old middle aged and new computers.
297,Piper_TheAnswer,donation,NT,It exists because of the efforts of hundreds of volunteers and donations from people in all walks of life.
298,Piper_TheAnswer,tm tm,NT,Volunteers and financial support to provide volunteers with the assistance they need is critical to reaching Project Gutenberg tm s goals and ensuring that the Project Gutenberg tm collection will remain freely available for generations to come.
299,Piper_TheAnswer,literary archive foundation tm,NT,In 2001 the Project Gutenberg Literary Archive Foundation was created to provide a secure and permanent future for Project Gutenberg tm and future generations.
300,Piper_TheAnswer,literary archive foundation donation foundation http www pglaf org,NT,To learn more about the Project Gutenberg Literary Archive Foundation and how your efforts and donations can help see Sections 3 and 4 and the Foundation web page at http www.pglaf.org.
301,Piper_TheAnswer,literary archive foundation literary archive foundation,NT,Information about the Project Gutenberg Literary Archive Foundation The Project Gutenberg Literary Archive Foundation is a non profit 501 c 3 educational corporation organized under the laws of the state of Mississippi and granted tax exempt status by the Internal Revenue Service.
302,Piper_TheAnswer,foundation,NT,The Foundation s EIN or federal tax identification number is 64 6221541.
303,Piper_TheAnswer,http pglaf org fundraising,NT,Its 501 c 3 letter is posted at http pglaf.org fundraising.
304,Piper_TheAnswer,literary archive foundation,NT,Contributions to the Project Gutenberg Literary Archive Foundation are tax deductible to the full extent permitted by U.S. federal laws and your state s laws.
305,Piper_TheAnswer,foundation,NT,The Foundation s principal office is located at 4557 Melan Dr. S. Fairbanks AK 99712. but its volunteers and employees are scattered throughout numerous locations.
306,Piper_TheAnswer,pglaf org,NT,Its business office is located at 809 North 1500 West Salt Lake City UT 84116 801 596 1887 email business pglaf.org.
307,Piper_TheAnswer,foundation http pglaf org pglaf org,NT,Email contact links and up to date contact information can be found at the Foundation s web site and official page at http pglaf.org For additional contact information Dr. Gregory B. Newby Chief Executive and Director gbnewby pglaf.org Section 4.
308,Piper_TheAnswer,donation literary archive foundation tm donation license distribute,NT,Information about Donations to the Project Gutenberg Literary Archive Foundation Project Gutenberg tm depends upon and cannot survive without wide spread public support and donations to carry out its mission of increasing the number of public domain and licensed works that can be freely distributed in machine readable form accessible by the widest array of equipment including outdated equipment.
309,Piper_TheAnswer,donation 1,NT,Many small donations 1 to 5 000 are particularly important to maintaining tax exempt status with the IRS.
310,Piper_TheAnswer,foundation comply donation,NT,The Foundation is committed to complying with the laws regulating charities and charitable donations in all 50 states of the United States.
311,Piper_TheAnswer,donation,NT,We do not solicit donations in locations where we have not received written confirmation of compliance.
312,Piper_TheAnswer,donation http pglaf org donation,NT,To SEND DONATIONS or determine the status of compliance for any particular state visit http pglaf.org While we cannot and do not solicit contributions from states where we have not met the solicitation requirements we know of no prohibition against accepting unsolicited donations from donors in such states who approach us with offers to donate.
313,Piper_TheAnswer,donation donation,NT,International donations are gratefully accepted but we cannot make any statements concerning tax treatment of donations received from outside the United States.
314,Piper_TheAnswer,donation,NT,Please check the Project Gutenberg Web pages for current donation methods and addresses.
315,Piper_TheAnswer,donation donation,NT,Donations are accepted in a number of other ways including checks online payments and credit card donations.
316,Piper_TheAnswer,http pglaf org,NT,To donate please visit http pglaf.org donate Section 5.
317,Piper_TheAnswer,tm electronic,S,General Information About Project Gutenberg tm electronic works.
318,Piper_TheAnswer,tm electronic,S,Professor Michael S. Hart is the originator of the Project Gutenberg tm concept of a library of electronic works that could be freely shared with anyone.
319,Piper_TheAnswer,distribute tm ebooks,NT,For thirty years he produced and distributed Project Gutenberg tm eBooks with only a loose network of volunteer support.
320,Piper_TheAnswer,tm ebooks copyright,NT,Project Gutenberg tm eBooks are often created from several printed editions all of which are confirmed as Public Domain in the U.S. unless a copyright notice is included.
321,Piper_TheAnswer,ebooks,NT,Thus we do not necessarily keep eBooks in compliance with any particular paper edition.
